,Flight name,Departure_time,Arrival_time,Price,Source,Destination,Duration,No of stop,Date
697,Vistara,06:40,20:00,5764,Bengaluru,Delhi,13h 20m,2,2022-04-04
698,Vistara,21:40,12:30,5764,Bengaluru,Delhi,14h 50m,2,2022-04-04
699,Vistara,06:40,22:40,5764,Bengaluru,Delhi,16h,2,2022-04-04
700,Vistara,19:55,12:30,5764,Bengaluru,Delhi,16h 35m,2,2022-04-04
701,Vistara,19:00,12:30,5764,Bengaluru,Delhi,17h 30m,2,2022-04-04
702,Vistara,18:25,12:30,5764,Bengaluru,Delhi,18h 5m,2,2022-04-04
703,Vistara,21:40,20:00,5764,Bengaluru,Delhi,22h 20m,2,2022-04-04
704,Air Asia,07:05,14:00,5805,Bengaluru,Delhi,6h 55m,1,2022-04-04
705,Air Asia,09:05,16:15,5805,Bengaluru,Delhi,7h 10m,1,2022-04-04
706,Air Asia,07:05,16:15,5805,Bengaluru,Delhi,9h 10m,1,2022-04-04
707,Air India,08:35,23:25,5978,Bengaluru,Delhi,14h 50m,2,2022-04-04
708,Air India,06:45,23:25,5978,Bengaluru,Delhi,16h 40m,2,2022-04-04
709,Air India,08:35,09:25,5978,Bengaluru,Delhi,24h 50m,2,2022-04-04
710,Air India,06:45,09:25,5978,Bengaluru,Delhi,26h 40m,2,2022-04-04
711,Air India,19:10,23:25,5978,Bengaluru,Delhi,28h 15m,2,2022-04-04
712,Air India,08:35,15:55,5978,Bengaluru,Delhi,31h 20m,2,2022-04-04
713,Air India,06:45,15:55,5978,Bengaluru,Delhi,33h 10m,2,2022-04-04
714,Go First,15:30,22:35,6022,Bengaluru,Delhi,7h 5m,1,2022-04-04
715,Vistara,09:30,16:45,6030,Bengaluru,Delhi,7h 15m,2,2022-04-04
716,Vistara,08:30,16:45,6030,Bengaluru,Delhi,8h 15m,2,2022-04-04
717,Go First,15:45,02:20,6118,Bengaluru,Delhi,10h 35m,1,2022-04-04
718,Air India,08:35,23:55,6124,Bengaluru,Delhi,15h 20m,2,2022-04-04
719,Air India,06:45,23:55,6124,Bengaluru,Delhi,17h 10m,2,2022-04-04
720,Air Asia,20:45,01:45,6146,Bengaluru,Delhi,5h,1,2022-04-04
721,Air Asia,05:25,10:55,6146,Bengaluru,Delhi,5h 30m,1,2022-04-04
722,Go First,18:45,00:10,6159,Bengaluru,Delhi,5h 25m,1,2022-04-04
723,Air India,07:55,23:00,6241,Bengaluru,Delhi,15h 5m,1,2022-04-04
724,Air India,07:55,10:25,6241,Bengaluru,Delhi,26h 30m,1,2022-04-04
725,Air India,19:00,03:40,6334,Bengaluru,Delhi,8h 40m,1,2022-04-04
726,SpiceJet,05:45,22:30,6404,Bengaluru,Delhi,16h 45m,1,2022-04-04
727,Vistara,21:40,19:55,6442,Bengaluru,Delhi,22h 15m,2,2022-04-04
728,Vistara,19:55,19:55,6442,Bengaluru,Delhi,24h,2,2022-04-04
729,Vistara,19:00,19:55,6442,Bengaluru,Delhi,24h 55m,2,2022-04-04
730,Vistara,18:25,19:55,6442,Bengaluru,Delhi,25h 30m,2,2022-04-04
731,Vistara,21:40,16:30,6628,Bengaluru,Delhi,18h 50m,2,2022-04-04
732,Vistara,19:55,16:30,6628,Bengaluru,Delhi,20h 35m,2,2022-04-04
733,Vistara,19:00,16:30,6628,Bengaluru,Delhi,21h 30m,2,2022-04-04
734,Vistara,18:25,16:30,6628,Bengaluru,Delhi,22h 5m,2,2022-04-04
735,Vistara,09:30,16:30,6628,Bengaluru,Delhi,31h,2,2022-04-04
736,Vistara,09:30,16:30,6628,Bengaluru,Delhi,31h,2,2022-04-04
737,Go First,15:45,20:10,6706,Bengaluru,Delhi,4h 25m,1,2022-04-04
738,Go First,04:50,09:25,6706,Bengaluru,Delhi,4h 35m,1,2022-04-04
739,SpiceJet,05:45,17:45,6720,Bengaluru,Delhi,12h,1,2022-04-04
740,SpiceJet,19:05,17:45,6720,Bengaluru,Delhi,22h 40m,1,2022-04-04
741,Air India,11:50,23:45,6818,Bengaluru,Delhi,11h 55m,1,2022-04-04
742,Air India,09:00,12:45,6828,Bengaluru,Delhi,27h 45m,2,2022-04-04
743,Air India,06:45,23:00,6843,Bengaluru,Delhi,16h 15m,3,2022-04-04
744,Air Asia,17:30,00:35,6886,Bengaluru,Delhi,7h 5m,1,2022-04-04
745,Air Asia,07:15,15:30,6886,Bengaluru,Delhi,8h 15m,1,2022-04-04
746,Air Asia,15:15,00:35,6886,Bengaluru,Delhi,9h 20m,1,2022-04-04
747,SpiceJet,10:00,16:15,7173,Bengaluru,Delhi,6h 15m,1,2022-04-04
748,Vistara,12:20,20:40,7216,Bengaluru,Delhi,8h 20m,1,2022-04-04
749,Vistara,12:20,15:35,7216,Bengaluru,Delhi,27h 15m,1,2022-04-04
750,Air Asia,07:20,14:55,7970,Bengaluru,Delhi,7h 35m,1,2022-04-04
751,Air Asia,05:10,14:55,7970,Bengaluru,Delhi,9h 45m,1,2022-04-04
752,Air Asia,11:45,19:20,8282,Bengaluru,Delhi,7h 35m,1,2022-04-04
753,SpiceJet,15:40,20:25,8642,Bengaluru,Delhi,4h 45m,1,2022-04-04
754,SpiceJet,12:30,19:10,9902,Bengaluru,Delhi,6h 40m,1,2022-04-04
755,IndiGo,20:05,00:50,2191,Bengaluru,Delhi,4h 45m,1,2022-04-12
756,IndiGo,23:05,04:15,2495,Bengaluru,Delhi,5h 10m,1,2022-04-12
757,IndiGo,17:10,22:45,2495,Bengaluru,Delhi,5h 35m,1,2022-04-12
758,IndiGo,11:20,18:30,2495,Bengaluru,Delhi,7h 10m,1,2022-04-12
759,IndiGo,20:15,04:15,2495,Bengaluru,Delhi,8h,1,2022-04-12
760,IndiGo,06:05,12:05,2529,Bengaluru,Delhi,6h,1,2022-04-12
761,IndiGo,18:45,00:05,2927,Bengaluru,Delhi,5h 20m,1,2022-04-12
762,IndiGo,12:55,18:25,2927,Bengaluru,Delhi,5h 30m,1,2022-04-12
763,IndiGo,18:45,00:50,2927,Bengaluru,Delhi,6h 5m,1,2022-04-12
764,IndiGo,16:20,22:35,2927,Bengaluru,Delhi,6h 15m,1,2022-04-12
765,IndiGo,16:20,00:05,2927,Bengaluru,Delhi,7h 45m,1,2022-04-12
766,IndiGo,10:15,18:25,2927,Bengaluru,Delhi,8h 10m,1,2022-04-12
767,IndiGo,20:15,02:10,2961,Bengaluru,Delhi,5h 55m,1,2022-04-12
768,Vistara,17:45,20:20,3233,Bengaluru,Delhi,2h 35m,Non,2022-04-12
769,Vistara,21:10,23:45,3233,Bengaluru,Delhi,2h 35m,Non,2022-04-12
770,Vistara,08:00,10:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-12
771,Vistara,11:30,14:10,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-12
772,Vistara,07:00,09:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-12
773,SpiceJet,05:55,08:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
774,Vistara,19:40,22:25,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
775,IndiGo,11:55,14:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
776,Air Asia,11:20,14:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
777,Air Asia,06:10,08:55,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
778,Go First,21:00,23:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
779,IndiGo,14:00,16:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
780,SpiceJet,09:20,12:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
781,IndiGo,16:25,19:10,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-12
782,IndiGo,23:45,02:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
783,IndiGo,19:15,22:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
784,Air Asia,00:30,03:20,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
785,IndiGo,17:45,20:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
786,Air Asia,00:45,03:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
787,IndiGo,20:15,23:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
788,IndiGo,09:15,12:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
789,IndiGo,06:40,09:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
790,Air Asia,22:10,01:00,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
791,IndiGo,04:40,07:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-12
792,IndiGo,07:50,10:45,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-12
793,Vistara,09:45,12:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-12
794,Go First,07:45,10:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-12
795,SpiceJet,23:55,02:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-12
796,IndiGo,21:55,00:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-12
797,SpiceJet,20:25,23:25,3233,Bengaluru,Delhi,3h,Non,2022-04-12
798,IndiGo,07:05,12:05,3233,Bengaluru,Delhi,5h,1,2022-04-12
799,IndiGo,02:40,09:45,3233,Bengaluru,Delhi,7h 5m,1,2022-04-12
800,IndiGo,10:25,17:40,3233,Bengaluru,Delhi,7h 15m,1,2022-04-12
801,IndiGo,12:55,20:10,3233,Bengaluru,Delhi,7h 15m,1,2022-04-12
802,IndiGo,23:45,07:15,3233,Bengaluru,Delhi,7h 30m,1,2022-04-12
803,IndiGo,10:15,17:55,3233,Bengaluru,Delhi,7h 40m,1,2022-04-12
804,IndiGo,09:45,17:45,3233,Bengaluru,Delhi,8h,1,2022-04-12
805,Air India,10:25,13:00,3234,Bengaluru,Delhi,2h 35m,Non,2022-04-12
806,Air India,21:00,23:55,3234,Bengaluru,Delhi,2h 55m,Non,2022-04-12
807,Air India,05:45,08:45,3234,Bengaluru,Delhi,3h,Non,2022-04-12
808,IndiGo,10:25,18:25,3286,Bengaluru,Delhi,8h,2,2022-04-12
809,IndiGo,23:05,07:05,3289,Bengaluru,Delhi,8h,1,2022-04-12
810,Air Asia,13:00,20:10,3525,Bengaluru,Delhi,7h 10m,1,2022-04-12
811,Air Asia,13:00,20:50,3525,Bengaluru,Delhi,7h 50m,1,2022-04-12
812,Go First,19:35,00:30,3550,Bengaluru,Delhi,4h 55m,1,2022-04-12
813,Air India,05:45,18:30,3674,Bengaluru,Delhi,12h 45m,3,2022-04-12
814,Air India,18:50,08:55,3685,Bengaluru,Delhi,14h 5m,1,2022-04-12
815,Air India,18:50,12:20,3685,Bengaluru,Delhi,17h 30m,1,2022-04-12
816,Air India,18:50,18:30,3685,Bengaluru,Delhi,23h 40m,1,2022-04-12
817,SpiceJet,20:50,09:50,3754,Bengaluru,Delhi,13h,1,2022-04-12
818,SpiceJet,08:10,00:50,3754,Bengaluru,Delhi,16h 40m,1,2022-04-12
819,SpiceJet,08:10,09:50,3754,Bengaluru,Delhi,25h 40m,1,2022-04-12
820,Air India,11:50,19:50,3919,Bengaluru,Delhi,8h,1,2022-04-12
821,Air India,11:50,08:55,3919,Bengaluru,Delhi,21h 5m,1,2022-04-12
822,Air India,11:50,13:00,3919,Bengaluru,Delhi,25h 10m,1,2022-04-12
823,SpiceJet,10:45,19:25,4025,Bengaluru,Delhi,8h 40m,1,2022-04-12
824,SpiceJet,10:45,10:40,4025,Bengaluru,Delhi,23h 55m,1,2022-04-12
825,Go First,08:20,14:20,4028,Bengaluru,Delhi,6h,1,2022-04-12
826,Go First,16:30,22:55,4028,Bengaluru,Delhi,6h 25m,1,2022-04-12
827,Go First,05:45,12:25,4028,Bengaluru,Delhi,6h 40m,1,2022-04-12
828,Go First,16:30,23:30,4028,Bengaluru,Delhi,7h,1,2022-04-12
829,Go First,08:20,15:55,4028,Bengaluru,Delhi,7h 35m,1,2022-04-12
830,Go First,05:45,14:20,4028,Bengaluru,Delhi,8h 35m,1,2022-04-12
831,Go First,16:30,01:10,4028,Bengaluru,Delhi,8h 40m,1,2022-04-12
832,Go First,16:30,01:55,4028,Bengaluru,Delhi,9h 25m,1,2022-04-12
833,Go First,22:25,08:05,4028,Bengaluru,Delhi,9h 40m,1,2022-04-12
834,Go First,05:45,15:55,4028,Bengaluru,Delhi,10h 10m,1,2022-04-12
835,Go First,08:20,21:10,4028,Bengaluru,Delhi,12h 50m,1,2022-04-12
836,Go First,22:25,12:25,4028,Bengaluru,Delhi,14h,1,2022-04-12
837,Air Asia,18:50,01:00,4066,Bengaluru,Delhi,6h 10m,1,2022-04-12
838,Air Asia,22:45,09:30,4066,Bengaluru,Delhi,10h 45m,1,2022-04-12
839,Go First,22:25,10:15,4152,Bengaluru,Delhi,11h 50m,1,2022-04-12
840,Air Asia,05:40,12:00,4174,Bengaluru,Delhi,6h 20m,1,2022-04-12
841,Go First,08:35,14:55,4294,Bengaluru,Delhi,6h 20m,1,2022-04-12
842,Go First,08:35,19:55,4294,Bengaluru,Delhi,11h 20m,1,2022-04-12
843,Vistara,18:25,23:00,4336,Bengaluru,Delhi,4h 35m,1,2022-04-12
844,Vistara,19:55,00:55,4336,Bengaluru,Delhi,5h,1,2022-04-12
845,Vistara,19:00,00:10,4336,Bengaluru,Delhi,5h 10m,1,2022-04-12
846,Vistara,18:25,00:10,4336,Bengaluru,Delhi,5h 45m,1,2022-04-12
847,Vistara,19:00,00:55,4336,Bengaluru,Delhi,5h 55m,1,2022-04-12
848,Vistara,18:25,00:55,4336,Bengaluru,Delhi,6h 30m,1,2022-04-12
849,Vistara,21:40,08:05,4336,Bengaluru,Delhi,10h 25m,1,2022-04-12
850,Vistara,21:40,08:35,4336,Bengaluru,Delhi,10h 55m,1,2022-04-12
851,Vistara,09:30,20:40,4336,Bengaluru,Delhi,11h 10m,1,2022-04-12
852,Vistara,19:55,08:05,4336,Bengaluru,Delhi,12h 10m,1,2022-04-12
853,Vistara,08:30,20:40,4336,Bengaluru,Delhi,12h 10m,1,2022-04-12
854,Air India,17:20,10:20,4533,Bengaluru,Delhi,17h,1,2022-04-12
855,Vistara,08:30,14:05,4571,Bengaluru,Delhi,5h 35m,1,2022-04-12
856,Vistara,06:40,12:40,4571,Bengaluru,Delhi,6h,1,2022-04-12
857,Vistara,06:40,14:05,4571,Bengaluru,Delhi,7h 25m,1,2022-04-12
858,Vistara,09:30,16:55,4571,Bengaluru,Delhi,7h 25m,1,2022-04-12
859,Vistara,08:30,16:55,4571,Bengaluru,Delhi,8h 25m,1,2022-04-12
860,Vistara,09:30,18:05,4571,Bengaluru,Delhi,8h 35m,1,2022-04-12
861,Vistara,08:30,18:05,4571,Bengaluru,Delhi,9h 35m,1,2022-04-12
862,SpiceJet,18:55,09:35,4618,Bengaluru,Delhi,14h 40m,1,2022-04-12
863,SpiceJet,06:30,22:35,4618,Bengaluru,Delhi,16h 5m,1,2022-04-12
864,Air India,05:45,23:45,4792,Bengaluru,Delhi,18h,2,2022-04-12
865,SpiceJet,06:30,12:30,4932,Bengaluru,Delhi,6h,1,2022-04-12
866,SpiceJet,06:30,21:30,4932,Bengaluru,Delhi,15h,1,2022-04-12
867,SpiceJet,18:55,12:30,4932,Bengaluru,Delhi,17h 35m,1,2022-04-12
868,SpiceJet,18:55,21:30,4932,Bengaluru,Delhi,26h 35m,1,2022-04-12
869,Vistara,21:40,09:40,4971,Bengaluru,Delhi,12h,1,2022-04-12
870,Go First,17:25,01:00,5013,Bengaluru,Delhi,7h 35m,1,2022-04-12
871,Go First,05:30,13:45,5013,Bengaluru,Delhi,8h 15m,1,2022-04-12
872,Go First,05:30,19:00,5013,Bengaluru,Delhi,13h 30m,1,2022-04-12
873,IndiGo,15:20,20:55,5134,Bengaluru,Delhi,5h 35m,1,2022-04-12
874,IndiGo,08:50,15:15,5134,Bengaluru,Delhi,6h 25m,1,2022-04-12
875,IndiGo,15:20,22:35,5134,Bengaluru,Delhi,7h 15m,1,2022-04-12
876,Air Asia,15:55,01:10,5134,Bengaluru,Delhi,9h 15m,1,2022-04-12
877,Air Asia,18:30,02:10,5437,Bengaluru,Delhi,7h 40m,1,2022-04-12
878,Air Asia,17:20,02:10,5437,Bengaluru,Delhi,8h 50m,1,2022-04-12
879,Air India,05:45,12:55,5485,Bengaluru,Delhi,7h 10m,1,2022-04-12
880,Air India,05:45,18:00,5485,Bengaluru,Delhi,12h 15m,1,2022-04-12
881,Air India,05:45,22:45,5485,Bengaluru,Delhi,17h,1,2022-04-12
882,Air India,05:45,09:15,5485,Bengaluru,Delhi,27h 30m,1,2022-04-12
883,Go First,05:30,13:20,5748,Bengaluru,Delhi,7h 50m,1,2022-04-12
884,Vistara,06:40,20:00,5764,Bengaluru,Delhi,13h 20m,2,2022-04-12
885,Vistara,21:40,12:30,5764,Bengaluru,Delhi,14h 50m,2,2022-04-12
886,Vistara,06:40,22:40,5764,Bengaluru,Delhi,16h,2,2022-04-12
887,Vistara,19:55,12:30,5764,Bengaluru,Delhi,16h 35m,2,2022-04-12
888,Vistara,19:00,12:30,5764,Bengaluru,Delhi,17h 30m,2,2022-04-12
889,Vistara,18:25,12:30,5764,Bengaluru,Delhi,18h 5m,2,2022-04-12
890,Vistara,21:40,20:00,5764,Bengaluru,Delhi,22h 20m,2,2022-04-12
891,Vistara,21:40,20:00,5764,Bengaluru,Delhi,22h 20m,2,2022-04-12
892,Vistara,09:30,09:00,5764,Bengaluru,Delhi,23h 30m,2,2022-04-12
893,Vistara,19:55,20:00,5764,Bengaluru,Delhi,24h 5m,2,2022-04-12
894,Vistara,19:55,20:00,5764,Bengaluru,Delhi,24h 5m,2,2022-04-12
895,Air Asia,07:05,14:00,5805,Bengaluru,Delhi,6h 55m,1,2022-04-12
896,Air Asia,09:05,16:15,5805,Bengaluru,Delhi,7h 10m,1,2022-04-12
897,Air Asia,07:05,16:15,5805,Bengaluru,Delhi,9h 10m,1,2022-04-12
898,Air India,19:10,15:55,5978,Bengaluru,Delhi,20h 45m,2,2022-04-12
899,Air India,19:10,23:25,5978,Bengaluru,Delhi,28h 15m,2,2022-04-12
900,Go First,15:30,22:35,6022,Bengaluru,Delhi,7h 5m,1,2022-04-12
901,Vistara,09:30,16:45,6030,Bengaluru,Delhi,7h 15m,2,2022-04-12
902,Air India,19:00,03:40,6072,Bengaluru,Delhi,8h 40m,1,2022-04-12
903,Go First,15:45,02:20,6118,Bengaluru,Delhi,10h 35m,1,2022-04-12
904,Air Asia,20:45,01:45,6146,Bengaluru,Delhi,5h,1,2022-04-12
905,Air Asia,05:25,10:55,6146,Bengaluru,Delhi,5h 30m,1,2022-04-12
906,Go First,18:45,00:10,6159,Bengaluru,Delhi,5h 25m,1,2022-04-12
907,Air India,07:55,23:00,6241,Bengaluru,Delhi,15h 5m,1,2022-04-12
908,Air India,07:55,10:25,6241,Bengaluru,Delhi,26h 30m,1,2022-04-12
909,SpiceJet,05:45,17:45,6404,Bengaluru,Delhi,12h,1,2022-04-12
910,SpiceJet,05:45,22:30,6404,Bengaluru,Delhi,16h 45m,1,2022-04-12
911,SpiceJet,19:05,17:45,6404,Bengaluru,Delhi,22h 40m,1,2022-04-12
912,SpiceJet,19:05,22:30,6404,Bengaluru,Delhi,27h 25m,1,2022-04-12
913,Vistara,21:40,19:55,6442,Bengaluru,Delhi,22h 15m,2,2022-04-12
914,Vistara,19:55,19:55,6442,Bengaluru,Delhi,24h,2,2022-04-12
915,Vistara,19:00,19:55,6442,Bengaluru,Delhi,24h 55m,2,2022-04-12
916,Vistara,18:25,19:55,6442,Bengaluru,Delhi,25h 30m,2,2022-04-12
917,Go First,20:00,08:05,6610,Bengaluru,Delhi,12h 5m,1,2022-04-12
918,Go First,15:45,20:10,6706,Bengaluru,Delhi,4h 25m,1,2022-04-12
919,Go First,04:50,09:25,6706,Bengaluru,Delhi,4h 35m,1,2022-04-12
920,Air India,19:10,23:00,6843,Bengaluru,Delhi,27h 50m,3,2022-04-12
921,Air Asia,17:30,00:35,6886,Bengaluru,Delhi,7h 5m,1,2022-04-12
922,Air Asia,07:15,15:30,6886,Bengaluru,Delhi,8h 15m,1,2022-04-12
923,Air Asia,15:15,00:35,6886,Bengaluru,Delhi,9h 20m,1,2022-04-12
924,Vistara,21:40,16:30,6927,Bengaluru,Delhi,18h 50m,2,2022-04-12
925,Vistara,19:55,16:30,6927,Bengaluru,Delhi,20h 35m,2,2022-04-12
926,Vistara,19:00,16:30,6927,Bengaluru,Delhi,21h 30m,2,2022-04-12
927,Vistara,18:25,16:30,6927,Bengaluru,Delhi,22h 5m,2,2022-04-12
928,Air India,11:50,00:30,7110,Bengaluru,Delhi,12h 40m,1,2022-04-12
929,SpiceJet,09:55,16:15,7173,Bengaluru,Delhi,6h 20m,1,2022-04-12
930,Air India,17:20,20:40,7274,Bengaluru,Delhi,27h 20m,2,2022-04-12
931,Vistara,08:30,17:05,7492,Bengaluru,Delhi,8h 35m,2,2022-04-12
932,Air Asia,07:20,14:55,7970,Bengaluru,Delhi,7h 35m,1,2022-04-12
933,Air Asia,05:10,14:55,7970,Bengaluru,Delhi,9h 45m,1,2022-04-12
934,Air Asia,11:45,19:20,8282,Bengaluru,Delhi,7h 35m,1,2022-04-12
935,IndiGo,20:15,01:05,2191,Bengaluru,Delhi,4h 50m,1,2022-03-06
936,IndiGo,23:00,04:15,2356,Bengaluru,Delhi,5h 15m,1,2022-03-06
937,IndiGo,17:15,22:40,2356,Bengaluru,Delhi,5h 25m,1,2022-03-06
938,IndiGo,20:15,02:05,2356,Bengaluru,Delhi,5h 50m,1,2022-03-06
939,IndiGo,11:20,18:30,2356,Bengaluru,Delhi,7h 10m,1,2022-03-06
940,IndiGo,20:15,04:15,2356,Bengaluru,Delhi,8h,1,2022-03-06
941,IndiGo,17:15,02:05,2356,Bengaluru,Delhi,8h 50m,1,2022-03-06
942,IndiGo,06:10,11:55,2529,Bengaluru,Delhi,5h 45m,1,2022-03-06
943,IndiGo,06:10,16:10,2529,Bengaluru,Delhi,10h,1,2022-03-06
944,Go First,07:30,12:20,2531,Bengaluru,Delhi,4h 50m,1,2022-03-06
945,Vistara,07:55,12:40,2656,Bengaluru,Delhi,4h 45m,1,2022-03-06
946,Vistara,07:55,15:40,2656,Bengaluru,Delhi,7h 45m,1,2022-03-06
947,Vistara,07:55,19:55,2656,Bengaluru,Delhi,12h,1,2022-03-06
948,Vistara,19:55,09:00,2656,Bengaluru,Delhi,13h 5m,1,2022-03-06
949,Vistara,07:55,22:50,2656,Bengaluru,Delhi,14h 55m,1,2022-03-06
950,Vistara,19:55,12:40,2656,Bengaluru,Delhi,16h 45m,1,2022-03-06
951,Vistara,19:55,15:40,2656,Bengaluru,Delhi,19h 45m,1,2022-03-06
952,Vistara,19:55,19:55,2656,Bengaluru,Delhi,24h,1,2022-03-06
953,Vistara,07:55,09:00,2656,Bengaluru,Delhi,25h 5m,1,2022-03-06
954,Vistara,19:55,22:50,2656,Bengaluru,Delhi,26h 55m,1,2022-03-06
955,IndiGo,19:20,01:05,2927,Bengaluru,Delhi,5h 45m,1,2022-03-06
956,IndiGo,16:20,23:45,2927,Bengaluru,Delhi,7h 25m,1,2022-03-06
957,IndiGo,16:20,01:05,2927,Bengaluru,Delhi,8h 45m,1,2022-03-06
958,IndiGo,09:20,18:10,2927,Bengaluru,Delhi,8h 50m,1,2022-03-06
959,IndiGo,11:20,16:30,3001,Bengaluru,Delhi,5h 10m,1,2022-03-06
960,Vistara,21:10,23:45,3233,Bengaluru,Delhi,2h 35m,Non,2022-03-06
961,SpiceJet,21:55,00:35,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-06
962,Vistara,07:00,09:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-06
963,Vistara,17:50,20:30,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-06
964,Vistara,08:00,10:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-06
965,Vistara,11:30,14:10,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-06
966,IndiGo,14:00,16:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
967,Air Asia,06:10,08:55,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
968,Air Asia,11:20,14:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
969,IndiGo,09:30,12:15,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
970,SpiceJet,19:05,21:50,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
971,Vistara,18:50,21:35,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
972,SpiceJet,05:55,08:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
973,Vistara,19:40,22:25,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-06
974,IndiGo,16:30,19:20,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-06
975,Go First,07:20,10:10,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-06
976,Air Asia,19:25,22:15,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-06
977,IndiGo,17:50,20:45,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
978,Go First,20:55,23:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
979,Air Asia,22:25,01:20,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
980,Vistara,09:45,12:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
981,Air Asia,00:25,03:20,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
982,IndiGo,19:15,22:10,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
983,IndiGo,11:55,14:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-06
984,IndiGo,20:10,23:10,3233,Bengaluru,Delhi,3h,Non,2022-03-06
985,IndiGo,07:50,10:50,3233,Bengaluru,Delhi,3h,Non,2022-03-06
986,IndiGo,13:05,18:10,3233,Bengaluru,Delhi,5h 5m,1,2022-03-06
987,IndiGo,15:20,20:25,3233,Bengaluru,Delhi,5h 5m,1,2022-03-06
988,IndiGo,11:40,17:35,3233,Bengaluru,Delhi,5h 55m,1,2022-03-06
989,IndiGo,08:40,15:20,3233,Bengaluru,Delhi,6h 40m,1,2022-03-06
990,IndiGo,13:05,19:55,3233,Bengaluru,Delhi,6h 50m,1,2022-03-06
991,IndiGo,09:20,16:10,3233,Bengaluru,Delhi,6h 50m,1,2022-03-06
992,IndiGo,15:20,22:35,3233,Bengaluru,Delhi,7h 15m,1,2022-03-06
993,IndiGo,09:50,17:35,3233,Bengaluru,Delhi,7h 45m,1,2022-03-06
994,IndiGo,06:55,16:10,3233,Bengaluru,Delhi,9h 15m,1,2022-03-06
995,IndiGo,11:40,21:20,3233,Bengaluru,Delhi,9h 40m,1,2022-03-06
996,IndiGo,09:20,19:55,3233,Bengaluru,Delhi,10h 35m,1,2022-03-06
997,Air India,13:20,15:55,3234,Bengaluru,Delhi,2h 35m,Non,2022-03-06
998,Air India,10:25,13:00,3234,Bengaluru,Delhi,2h 35m,Non,2022-03-06
999,Air India,06:10,08:55,3234,Bengaluru,Delhi,2h 45m,Non,2022-03-06
1000,Air India,17:50,20:35,3234,Bengaluru,Delhi,2h 45m,Non,2022-03-06
1001,Air India,21:00,23:55,3234,Bengaluru,Delhi,2h 55m,Non,2022-03-06
1002,Air India,18:50,09:00,3422,Bengaluru,Delhi,14h 10m,1,2022-03-06
1003,Air India,18:50,15:15,3422,Bengaluru,Delhi,20h 25m,1,2022-03-06
1004,Go First,18:45,00:30,3466,Bengaluru,Delhi,5h 45m,1,2022-03-06
1005,Go First,16:45,22:55,3466,Bengaluru,Delhi,6h 10m,1,2022-03-06
