,Flight name,Departure_time,Arrival_time,Price,Source,Destination,Duration,No of stop,Date
0,IndiGo,20:05,00:50,2191,Bengaluru,Delhi,4h 45m,1,2022-03-28
1,IndiGo,23:05,04:15,2356,Bengaluru,Delhi,5h 10m,1,2022-03-28
2,IndiGo,17:10,22:45,2356,Bengaluru,Delhi,5h 35m,1,2022-03-28
3,IndiGo,20:15,02:10,2356,Bengaluru,Delhi,5h 55m,1,2022-03-28
4,IndiGo,11:20,18:30,2356,Bengaluru,Delhi,7h 10m,1,2022-03-28
5,IndiGo,20:15,04:15,2356,Bengaluru,Delhi,8h,1,2022-03-28
6,Go First,19:35,00:30,2531,Bengaluru,Delhi,4h 55m,1,2022-03-28
7,IndiGo,18:45,00:05,2927,Bengaluru,Delhi,5h 20m,1,2022-03-28
8,IndiGo,12:55,18:25,2927,Bengaluru,Delhi,5h 30m,1,2022-03-28
9,IndiGo,18:45,00:50,2927,Bengaluru,Delhi,6h 5m,1,2022-03-28
10,IndiGo,16:20,22:35,2927,Bengaluru,Delhi,6h 15m,1,2022-03-28
11,IndiGo,16:20,00:05,2927,Bengaluru,Delhi,7h 45m,1,2022-03-28
12,IndiGo,10:15,18:25,2927,Bengaluru,Delhi,8h 10m,1,2022-03-28
13,IndiGo,02:40,09:45,3000,Bengaluru,Delhi,7h 5m,1,2022-03-28
14,IndiGo,23:05,07:05,3000,Bengaluru,Delhi,8h,1,2022-03-28
15,Vistara,17:45,20:20,3233,Bengaluru,Delhi,2h 35m,Non,2022-03-28
16,Vistara,21:10,23:45,3233,Bengaluru,Delhi,2h 35m,Non,2022-03-28
17,Vistara,07:00,09:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-28
18,Vistara,11:30,14:10,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-28
19,Vistara,08:00,10:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-03-28
20,Go First,21:00,23:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
21,SpiceJet,05:55,08:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
22,Vistara,19:40,22:25,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
23,IndiGo,14:00,16:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
24,Air Asia,11:20,14:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
25,IndiGo,11:55,14:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
26,IndiGo,16:25,19:10,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
27,SpiceJet,09:20,12:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
28,Air Asia,06:10,08:55,3233,Bengaluru,Delhi,2h 45m,Non,2022-03-28
29,IndiGo,09:15,12:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
30,IndiGo,20:15,23:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
31,IndiGo,19:15,22:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
32,Air Asia,00:45,03:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
33,IndiGo,06:40,09:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
34,IndiGo,17:45,20:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
35,IndiGo,23:45,02:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
36,Air Asia,00:30,03:20,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
37,Air Asia,22:10,01:00,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
38,IndiGo,04:40,07:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-03-28
39,Go First,07:45,10:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-28
40,IndiGo,21:55,00:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-28
41,SpiceJet,23:55,02:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-28
42,IndiGo,07:50,10:45,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-28
43,Vistara,09:45,12:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-03-28
44,SpiceJet,20:25,23:25,3233,Bengaluru,Delhi,3h,Non,2022-03-28
45,IndiGo,07:05,12:05,3233,Bengaluru,Delhi,5h,1,2022-03-28
46,IndiGo,15:20,20:55,3233,Bengaluru,Delhi,5h 35m,1,2022-03-28
47,IndiGo,06:05,12:05,3233,Bengaluru,Delhi,6h,1,2022-03-28
48,IndiGo,08:50,15:15,3233,Bengaluru,Delhi,6h 25m,1,2022-03-28
49,IndiGo,10:25,17:40,3233,Bengaluru,Delhi,7h 15m,1,2022-03-28
50,IndiGo,12:55,20:10,3233,Bengaluru,Delhi,7h 15m,1,2022-03-28
51,IndiGo,15:20,22:35,3233,Bengaluru,Delhi,7h 15m,1,2022-03-28
52,IndiGo,23:45,07:15,3233,Bengaluru,Delhi,7h 30m,1,2022-03-28
53,IndiGo,10:15,17:55,3233,Bengaluru,Delhi,7h 40m,1,2022-03-28
54,IndiGo,09:45,17:45,3233,Bengaluru,Delhi,8h,1,2022-03-28
55,Air India,10:25,13:00,3234,Bengaluru,Delhi,2h 35m,Non,2022-03-28
56,Air India,13:20,16:05,3234,Bengaluru,Delhi,2h 45m,Non,2022-03-28
57,Air India,06:10,08:55,3234,Bengaluru,Delhi,2h 45m,Non,2022-03-28
58,Air India,17:50,20:35,3234,Bengaluru,Delhi,2h 45m,Non,2022-03-28
59,Air India,21:00,23:55,3234,Bengaluru,Delhi,2h 55m,Non,2022-03-28
60,IndiGo,10:25,18:25,3286,Bengaluru,Delhi,8h,2,2022-03-28
61,Air India,18:50,08:55,3422,Bengaluru,Delhi,14h 5m,1,2022-03-28
62,Air India,18:50,12:20,3422,Bengaluru,Delhi,17h 30m,1,2022-03-28
63,Air India,18:50,18:30,3422,Bengaluru,Delhi,23h 40m,1,2022-03-28
64,Go First,15:30,21:30,3466,Bengaluru,Delhi,6h,1,2022-03-28
65,Go First,17:25,01:00,3466,Bengaluru,Delhi,7h 35m,1,2022-03-28
66,Go First,05:30,13:45,3466,Bengaluru,Delhi,8h 15m,1,2022-03-28
67,SpiceJet,10:45,19:25,3466,Bengaluru,Delhi,8h 40m,1,2022-03-28
68,Go First,15:30,01:00,3466,Bengaluru,Delhi,9h 30m,1,2022-03-28
69,SpiceJet,10:45,10:40,3466,Bengaluru,Delhi,23h 55m,1,2022-03-28
70,Air Asia,13:00,20:10,3525,Bengaluru,Delhi,7h 10m,1,2022-03-28
71,Air Asia,13:00,20:50,3525,Bengaluru,Delhi,7h 50m,1,2022-03-28
72,Air India,07:35,12:20,3674,Bengaluru,Delhi,4h 45m,1,2022-03-28
73,Air India,07:35,18:30,3674,Bengaluru,Delhi,10h 55m,1,2022-03-28
74,Air India,07:35,08:55,3674,Bengaluru,Delhi,25h 20m,1,2022-03-28
75,SpiceJet,20:50,09:50,3754,Bengaluru,Delhi,13h,1,2022-03-28
76,SpiceJet,08:10,00:50,3754,Bengaluru,Delhi,16h 40m,1,2022-03-28
77,SpiceJet,08:10,09:50,3754,Bengaluru,Delhi,25h 40m,1,2022-03-28
78,Go First,08:20,14:20,4028,Bengaluru,Delhi,6h,1,2022-03-28
79,Go First,16:20,22:55,4028,Bengaluru,Delhi,6h 35m,1,2022-03-28
80,Go First,05:45,12:25,4028,Bengaluru,Delhi,6h 40m,1,2022-03-28
81,Go First,16:20,23:30,4028,Bengaluru,Delhi,7h 10m,1,2022-03-28
82,Go First,08:20,15:55,4028,Bengaluru,Delhi,7h 35m,1,2022-03-28
83,Go First,05:45,14:20,4028,Bengaluru,Delhi,8h 35m,1,2022-03-28
84,Go First,16:20,01:10,4028,Bengaluru,Delhi,8h 50m,1,2022-03-28
85,Go First,16:20,01:55,4028,Bengaluru,Delhi,9h 35m,1,2022-03-28
86,Go First,22:25,08:05,4028,Bengaluru,Delhi,9h 40m,1,2022-03-28
87,Go First,05:45,15:55,4028,Bengaluru,Delhi,10h 10m,1,2022-03-28
88,SpiceJet,06:30,12:30,4029,Bengaluru,Delhi,6h,1,2022-03-28
89,SpiceJet,18:55,09:35,4029,Bengaluru,Delhi,14h 40m,1,2022-03-28
90,SpiceJet,06:30,21:30,4029,Bengaluru,Delhi,15h,1,2022-03-28
91,SpiceJet,06:30,22:35,4029,Bengaluru,Delhi,16h 5m,1,2022-03-28
92,SpiceJet,18:55,12:30,4029,Bengaluru,Delhi,17h 35m,1,2022-03-28
93,SpiceJet,18:55,21:30,4029,Bengaluru,Delhi,26h 35m,1,2022-03-28
94,Air Asia,18:50,01:00,4066,Bengaluru,Delhi,6h 10m,1,2022-03-28
95,Air Asia,22:45,09:30,4066,Bengaluru,Delhi,10h 45m,1,2022-03-28
96,Vistara,18:25,23:00,4165,Bengaluru,Delhi,4h 35m,1,2022-03-28
97,Vistara,19:55,00:55,4165,Bengaluru,Delhi,5h,1,2022-03-28
98,Vistara,19:00,00:10,4165,Bengaluru,Delhi,5h 10m,1,2022-03-28
99,Vistara,08:30,14:05,4165,Bengaluru,Delhi,5h 35m,1,2022-03-28
100,Vistara,18:25,00:10,4165,Bengaluru,Delhi,5h 45m,1,2022-03-28
101,Vistara,19:00,00:55,4165,Bengaluru,Delhi,5h 55m,1,2022-03-28
102,Vistara,06:40,12:40,4165,Bengaluru,Delhi,6h,1,2022-03-28
103,Vistara,18:25,00:55,4165,Bengaluru,Delhi,6h 30m,1,2022-03-28
104,Vistara,06:40,14:05,4165,Bengaluru,Delhi,7h 25m,1,2022-03-28
105,Vistara,09:30,16:55,4165,Bengaluru,Delhi,7h 25m,1,2022-03-28
106,Vistara,08:30,16:55,4165,Bengaluru,Delhi,8h 25m,1,2022-03-28
107,Vistara,09:30,18:05,4165,Bengaluru,Delhi,8h 35m,1,2022-03-28
108,Vistara,08:30,18:05,4165,Bengaluru,Delhi,9h 35m,1,2022-03-28
109,Vistara,21:40,08:05,4165,Bengaluru,Delhi,10h 25m,1,2022-03-28
110,Vistara,21:40,08:35,4165,Bengaluru,Delhi,10h 55m,1,2022-03-28
111,Vistara,09:30,20:40,4165,Bengaluru,Delhi,11h 10m,1,2022-03-28
112,Go First,14:55,19:55,4294,Bengaluru,Delhi,5h,1,2022-03-28
113,Air India,08:35,19:10,4294,Bengaluru,Delhi,10h 35m,2,2022-03-28
114,Air India,08:35,20:30,4294,Bengaluru,Delhi,11h 55m,1,2022-03-28
115,Air India,06:45,19:10,4294,Bengaluru,Delhi,12h 25m,2,2022-03-28
116,Air India,08:35,21:15,4294,Bengaluru,Delhi,12h 40m,1,2022-03-28
117,Air India,06:45,20:30,4294,Bengaluru,Delhi,13h 45m,1,2022-03-28
118,Go First,18:45,00:10,4456,Bengaluru,Delhi,5h 25m,1,2022-03-28
119,Air India,06:55,21:35,4544,Bengaluru,Delhi,14h 40m,1,2022-03-28
120,Air India,06:55,08:30,4544,Bengaluru,Delhi,25h 35m,1,2022-03-28
121,Air India,11:50,23:00,4792,Bengaluru,Delhi,11h 10m,2,2022-03-28
122,Air India,11:50,23:45,4792,Bengaluru,Delhi,11h 55m,1,2022-03-28
123,Air India,06:55,18:00,4806,Bengaluru,Delhi,11h 5m,1,2022-03-28
124,Vistara,21:40,09:40,4924,Bengaluru,Delhi,12h,1,2022-03-28
125,Air Asia,15:55,01:10,5134,Bengaluru,Delhi,9h 15m,1,2022-03-28
126,Air Asia,18:30,02:10,5437,Bengaluru,Delhi,7h 40m,1,2022-03-28
127,Air Asia,17:20,02:10,5437,Bengaluru,Delhi,8h 50m,1,2022-03-28
128,Air India,11:05,18:00,5485,Bengaluru,Delhi,6h 55m,1,2022-03-28
129,Air India,11:05,22:45,5485,Bengaluru,Delhi,11h 40m,1,2022-03-28
130,Air India,11:05,09:15,5485,Bengaluru,Delhi,22h 10m,1,2022-03-28
131,Air India,11:05,12:55,5485,Bengaluru,Delhi,25h 50m,1,2022-03-28
132,Air Asia,05:40,12:00,5643,Bengaluru,Delhi,6h 20m,1,2022-03-28
133,Vistara,06:40,20:00,5664,Bengaluru,Delhi,13h 20m,2,2022-03-28
134,Vistara,21:40,12:30,5664,Bengaluru,Delhi,14h 50m,2,2022-03-28
135,Vistara,06:40,22:40,5664,Bengaluru,Delhi,16h,2,2022-03-28
136,Vistara,19:55,12:30,5664,Bengaluru,Delhi,16h 35m,2,2022-03-28
137,Vistara,19:00,12:30,5664,Bengaluru,Delhi,17h 30m,2,2022-03-28
138,Vistara,18:25,12:30,5664,Bengaluru,Delhi,18h 5m,2,2022-03-28
139,Go First,09:20,14:55,5696,Bengaluru,Delhi,5h 35m,1,2022-03-28
140,Go First,09:20,16:25,5696,Bengaluru,Delhi,7h 5m,1,2022-03-28
141,SpiceJet,14:10,23:10,5696,Bengaluru,Delhi,9h,1,2022-03-28
142,Go First,09:20,19:05,5696,Bengaluru,Delhi,9h 45m,1,2022-03-28
143,Go First,09:20,20:50,5696,Bengaluru,Delhi,11h 30m,1,2022-03-28
144,SpiceJet,14:10,11:20,5696,Bengaluru,Delhi,21h 10m,1,2022-03-28
145,Go First,05:30,13:20,5748,Bengaluru,Delhi,7h 50m,1,2022-03-28
146,Go First,11:20,22:05,5748,Bengaluru,Delhi,10h 45m,1,2022-03-28
147,Air Asia,07:05,14:00,5805,Bengaluru,Delhi,6h 55m,1,2022-03-28
148,Air Asia,09:05,16:15,5805,Bengaluru,Delhi,7h 10m,1,2022-03-28
149,Air Asia,07:05,16:15,5805,Bengaluru,Delhi,9h 10m,1,2022-03-28
150,Air India,19:00,03:40,5914,Bengaluru,Delhi,8h 40m,1,2022-03-28
151,Air India,08:35,23:25,5978,Bengaluru,Delhi,14h 50m,2,2022-03-28
152,Air India,07:55,23:00,5978,Bengaluru,Delhi,15h 5m,1,2022-03-28
153,Air India,06:45,23:25,5978,Bengaluru,Delhi,16h 40m,2,2022-03-28
154,Air India,08:35,09:25,5978,Bengaluru,Delhi,24h 50m,2,2022-03-28
155,Air India,07:55,10:25,5978,Bengaluru,Delhi,26h 30m,1,2022-03-28
156,Air India,06:45,09:25,5978,Bengaluru,Delhi,26h 40m,2,2022-03-28
157,Air India,19:10,23:25,5978,Bengaluru,Delhi,28h 15m,2,2022-03-28
158,Air India,08:35,15:55,5978,Bengaluru,Delhi,31h 20m,2,2022-03-28
159,Air India,06:45,15:55,5978,Bengaluru,Delhi,33h 10m,2,2022-03-28
160,Vistara,09:30,16:45,5982,Bengaluru,Delhi,7h 15m,2,2022-03-28
161,Vistara,08:30,16:45,5982,Bengaluru,Delhi,8h 15m,2,2022-03-28
162,Go First,15:30,22:35,6022,Bengaluru,Delhi,7h 5m,1,2022-03-28
163,SpiceJet,05:45,22:30,6118,Bengaluru,Delhi,16h 45m,1,2022-03-28
164,SpiceJet,19:05,17:45,6118,Bengaluru,Delhi,22h 40m,1,2022-03-28
165,Air India,08:35,23:55,6124,Bengaluru,Delhi,15h 20m,2,2022-03-28
166,Air India,06:45,23:55,6124,Bengaluru,Delhi,17h 10m,2,2022-03-28
167,Air Asia,20:45,01:45,6146,Bengaluru,Delhi,5h,1,2022-03-28
168,Air Asia,05:25,10:55,6146,Bengaluru,Delhi,5h 30m,1,2022-03-28
169,Go First,15:45,02:20,6310,Bengaluru,Delhi,10h 35m,1,2022-03-28
170,Vistara,21:40,19:55,6395,Bengaluru,Delhi,22h 15m,2,2022-03-28
171,Vistara,19:55,19:55,6395,Bengaluru,Delhi,24h,2,2022-03-28
172,Vistara,19:00,19:55,6395,Bengaluru,Delhi,24h 55m,2,2022-03-28
173,Vistara,18:25,19:55,6395,Bengaluru,Delhi,25h 30m,2,2022-03-28
174,SpiceJet,05:45,17:45,6404,Bengaluru,Delhi,12h,1,2022-03-28
175,Vistara,21:40,16:30,6581,Bengaluru,Delhi,18h 50m,2,2022-03-28
176,Vistara,19:55,16:30,6581,Bengaluru,Delhi,20h 35m,2,2022-03-28
177,Vistara,19:00,16:30,6581,Bengaluru,Delhi,21h 30m,2,2022-03-28
178,Vistara,18:25,16:30,6581,Bengaluru,Delhi,22h 5m,2,2022-03-28
179,Vistara,09:30,16:30,6581,Bengaluru,Delhi,31h,2,2022-03-28
180,Vistara,09:30,16:30,6581,Bengaluru,Delhi,31h,2,2022-03-28
181,Air India,06:45,23:00,6843,Bengaluru,Delhi,16h 15m,3,2022-03-28
182,Air India,06:45,23:45,6843,Bengaluru,Delhi,17h,2,2022-03-28
183,Air Asia,17:30,00:35,6886,Bengaluru,Delhi,7h 5m,1,2022-03-28
184,Air Asia,07:15,15:30,6886,Bengaluru,Delhi,8h 15m,1,2022-03-28
185,Air Asia,15:15,00:35,6886,Bengaluru,Delhi,9h 20m,1,2022-03-28
186,Go First,04:50,09:25,7080,Bengaluru,Delhi,4h 35m,1,2022-03-28
187,SpiceJet,10:00,16:15,7173,Bengaluru,Delhi,6h 15m,1,2022-03-28
188,Vistara,12:20,20:40,7216,Bengaluru,Delhi,8h 20m,1,2022-03-28
189,Vistara,12:20,15:35,7216,Bengaluru,Delhi,27h 15m,1,2022-03-28
190,Air Asia,07:20,14:55,7970,Bengaluru,Delhi,7h 35m,1,2022-03-28
191,Air Asia,05:10,14:55,7970,Bengaluru,Delhi,9h 45m,1,2022-03-28
192,Air Asia,11:45,19:20,8282,Bengaluru,Delhi,7h 35m,1,2022-03-28
193,SpiceJet,15:40,20:25,8642,Bengaluru,Delhi,4h 45m,1,2022-03-28
194,SpiceJet,12:30,19:10,9902,Bengaluru,Delhi,6h 40m,1,2022-03-28
195,Go First,15:45,20:10,13552,Bengaluru,Delhi,4h 25m,1,2022-03-28
196,IndiGo,20:05,00:50,2191,Bengaluru,Delhi,4h 45m,1,2022-04-05
197,IndiGo,23:05,04:15,2495,Bengaluru,Delhi,5h 10m,1,2022-04-05
198,IndiGo,17:10,22:45,2495,Bengaluru,Delhi,5h 35m,1,2022-04-05
199,IndiGo,11:20,18:30,2495,Bengaluru,Delhi,7h 10m,1,2022-04-05
200,IndiGo,20:15,04:15,2495,Bengaluru,Delhi,8h,1,2022-04-05
201,IndiGo,06:05,12:05,2529,Bengaluru,Delhi,6h,1,2022-04-05
202,IndiGo,18:45,00:05,2927,Bengaluru,Delhi,5h 20m,1,2022-04-05
203,IndiGo,12:55,18:25,2927,Bengaluru,Delhi,5h 30m,1,2022-04-05
204,IndiGo,18:45,00:50,2927,Bengaluru,Delhi,6h 5m,1,2022-04-05
205,IndiGo,16:20,22:35,2927,Bengaluru,Delhi,6h 15m,1,2022-04-05
206,IndiGo,16:20,00:05,2927,Bengaluru,Delhi,7h 45m,1,2022-04-05
207,IndiGo,10:15,18:25,2927,Bengaluru,Delhi,8h 10m,1,2022-04-05
208,IndiGo,20:15,02:10,2961,Bengaluru,Delhi,5h 55m,1,2022-04-05
209,Vistara,21:10,23:45,3233,Bengaluru,Delhi,2h 35m,Non,2022-04-05
210,Vistara,17:45,20:20,3233,Bengaluru,Delhi,2h 35m,Non,2022-04-05
211,Vistara,07:00,09:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-05
212,Vistara,08:00,10:40,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-05
213,Vistara,11:30,14:10,3233,Bengaluru,Delhi,2h 40m,Non,2022-04-05
214,IndiGo,14:00,16:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
215,Air Asia,11:20,14:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
216,Air Asia,06:10,08:55,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
217,SpiceJet,09:20,12:05,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
218,IndiGo,16:25,19:10,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
219,SpiceJet,05:55,08:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
220,IndiGo,11:55,14:40,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
221,Go First,21:00,23:45,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
222,Vistara,19:40,22:25,3233,Bengaluru,Delhi,2h 45m,Non,2022-04-05
223,IndiGo,17:45,20:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
224,IndiGo,20:15,23:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
225,Air Asia,00:45,03:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
226,IndiGo,19:15,22:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
227,IndiGo,23:45,02:35,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
228,Air Asia,00:30,03:20,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
229,Air Asia,22:10,01:00,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
230,IndiGo,04:40,07:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
231,IndiGo,06:40,09:30,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
232,IndiGo,09:15,12:05,3233,Bengaluru,Delhi,2h 50m,Non,2022-04-05
233,Go First,07:45,10:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-05
234,SpiceJet,23:55,02:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-05
235,IndiGo,07:50,10:45,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-05
236,IndiGo,21:55,00:50,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-05
237,Vistara,09:45,12:40,3233,Bengaluru,Delhi,2h 55m,Non,2022-04-05
238,SpiceJet,20:25,23:25,3233,Bengaluru,Delhi,3h,Non,2022-04-05
239,IndiGo,07:05,12:05,3233,Bengaluru,Delhi,5h,1,2022-04-05
240,IndiGo,15:20,20:55,3233,Bengaluru,Delhi,5h 35m,1,2022-04-05
241,IndiGo,02:40,09:45,3233,Bengaluru,Delhi,7h 5m,1,2022-04-05
242,IndiGo,15:20,22:35,3233,Bengaluru,Delhi,7h 15m,1,2022-04-05
243,IndiGo,12:55,20:10,3233,Bengaluru,Delhi,7h 15m,1,2022-04-05
244,IndiGo,10:25,17:40,3233,Bengaluru,Delhi,7h 15m,1,2022-04-05
245,IndiGo,23:45,07:15,3233,Bengaluru,Delhi,7h 30m,1,2022-04-05
246,IndiGo,10:15,17:55,3233,Bengaluru,Delhi,7h 40m,1,2022-04-05
247,IndiGo,09:45,17:45,3233,Bengaluru,Delhi,8h,1,2022-04-05
248,Air India,10:25,13:00,3234,Bengaluru,Delhi,2h 35m,Non,2022-04-05
249,Air India,21:00,23:55,3234,Bengaluru,Delhi,2h 55m,Non,2022-04-05
250,Air India,05:45,08:45,3234,Bengaluru,Delhi,3h,Non,2022-04-05
251,IndiGo,10:25,18:25,3286,Bengaluru,Delhi,8h,2,2022-04-05
252,Go First,19:35,00:30,3550,Bengaluru,Delhi,4h 55m,1,2022-04-05
253,IndiGo,23:05,07:05,3612,Bengaluru,Delhi,8h,1,2022-04-05
254,Air India,05:45,18:30,3674,Bengaluru,Delhi,12h 45m,3,2022-04-05
255,Air India,18:50,08:55,3685,Bengaluru,Delhi,14h 5m,1,2022-04-05
256,Air India,18:50,12:20,3685,Bengaluru,Delhi,17h 30m,1,2022-04-05
257,Air India,18:50,18:30,3685,Bengaluru,Delhi,23h 40m,1,2022-04-05
258,SpiceJet,20:50,09:50,3754,Bengaluru,Delhi,13h,1,2022-04-05
259,SpiceJet,08:10,00:50,3754,Bengaluru,Delhi,16h 40m,1,2022-04-05
260,SpiceJet,08:10,09:50,3754,Bengaluru,Delhi,25h 40m,1,2022-04-05
261,Air India,11:50,19:50,3919,Bengaluru,Delhi,8h,1,2022-04-05
262,Air India,11:50,08:55,3919,Bengaluru,Delhi,21h 5m,1,2022-04-05
263,Air India,11:50,13:00,3919,Bengaluru,Delhi,25h 10m,1,2022-04-05
264,SpiceJet,10:45,19:25,4025,Bengaluru,Delhi,8h 40m,1,2022-04-05
265,SpiceJet,10:45,10:40,4025,Bengaluru,Delhi,23h 55m,1,2022-04-05
266,Go First,08:20,14:20,4028,Bengaluru,Delhi,6h,1,2022-04-05
267,Go First,16:30,22:55,4028,Bengaluru,Delhi,6h 25m,1,2022-04-05
268,Go First,05:45,12:25,4028,Bengaluru,Delhi,6h 40m,1,2022-04-05
269,Go First,16:30,23:30,4028,Bengaluru,Delhi,7h,1,2022-04-05
270,Go First,08:20,15:55,4028,Bengaluru,Delhi,7h 35m,1,2022-04-05
271,Go First,05:45,14:20,4028,Bengaluru,Delhi,8h 35m,1,2022-04-05
272,Go First,16:30,01:10,4028,Bengaluru,Delhi,8h 40m,1,2022-04-05
273,Go First,16:30,01:55,4028,Bengaluru,Delhi,9h 25m,1,2022-04-05
274,Go First,22:25,08:05,4028,Bengaluru,Delhi,9h 40m,1,2022-04-05
275,Go First,05:45,15:55,4028,Bengaluru,Delhi,10h 10m,1,2022-04-05
276,Go First,08:20,21:10,4028,Bengaluru,Delhi,12h 50m,1,2022-04-05
277,Go First,22:25,12:25,4028,Bengaluru,Delhi,14h,1,2022-04-05
278,Air Asia,18:50,01:00,4066,Bengaluru,Delhi,6h 10m,1,2022-04-05
279,Air Asia,22:45,09:30,4066,Bengaluru,Delhi,10h 45m,1,2022-04-05
280,Go First,22:25,10:15,4152,Bengaluru,Delhi,11h 50m,1,2022-04-05
281,Air Asia,05:40,12:00,4174,Bengaluru,Delhi,6h 20m,1,2022-04-05
282,Go First,08:35,14:55,4294,Bengaluru,Delhi,6h 20m,1,2022-04-05
283,Go First,08:35,19:55,4294,Bengaluru,Delhi,11h 20m,1,2022-04-05
284,Vistara,18:25,23:00,4336,Bengaluru,Delhi,4h 35m,1,2022-04-05
285,Vistara,19:55,00:55,4336,Bengaluru,Delhi,5h,1,2022-04-05
286,Vistara,19:00,00:10,4336,Bengaluru,Delhi,5h 10m,1,2022-04-05
287,Vistara,18:25,00:10,4336,Bengaluru,Delhi,5h 45m,1,2022-04-05
288,Vistara,19:00,00:55,4336,Bengaluru,Delhi,5h 55m,1,2022-04-05
289,Vistara,18:25,00:55,4336,Bengaluru,Delhi,6h 30m,1,2022-04-05
290,Vistara,21:40,08:05,4336,Bengaluru,Delhi,10h 25m,1,2022-04-05
291,Vistara,21:40,08:35,4336,Bengaluru,Delhi,10h 55m,1,2022-04-05
292,Vistara,09:30,20:40,4336,Bengaluru,Delhi,11h 10m,1,2022-04-05
293,Vistara,19:55,08:05,4336,Bengaluru,Delhi,12h 10m,1,2022-04-05
294,Vistara,08:30,20:40,4336,Bengaluru,Delhi,12h 10m,1,2022-04-05
295,IndiGo,08:50,15:15,4523,Bengaluru,Delhi,6h 25m,1,2022-04-05
296,Air India,17:20,10:20,4533,Bengaluru,Delhi,17h,1,2022-04-05
297,Vistara,08:30,14:05,4571,Bengaluru,Delhi,5h 35m,1,2022-04-05
298,Vistara,06:40,12:40,4571,Bengaluru,Delhi,6h,1,2022-04-05
299,Vistara,09:30,16:55,4571,Bengaluru,Delhi,7h 25m,1,2022-04-05
300,Vistara,06:40,14:05,4571,Bengaluru,Delhi,7h 25m,1,2022-04-05
301,Vistara,08:30,16:55,4571,Bengaluru,Delhi,8h 25m,1,2022-04-05
302,Vistara,09:30,18:05,4571,Bengaluru,Delhi,8h 35m,1,2022-04-05
303,Vistara,08:30,18:05,4571,Bengaluru,Delhi,9h 35m,1,2022-04-05
304,SpiceJet,18:55,09:35,4618,Bengaluru,Delhi,14h 40m,1,2022-04-05
305,SpiceJet,06:30,22:35,4618,Bengaluru,Delhi,16h 5m,1,2022-04-05
306,Air India,05:45,23:45,4792,Bengaluru,Delhi,18h,2,2022-04-05
307,SpiceJet,06:30,12:30,4932,Bengaluru,Delhi,6h,1,2022-04-05
308,SpiceJet,06:30,21:30,4932,Bengaluru,Delhi,15h,1,2022-04-05
